# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1598871630.615991353988647,0.00193,0.00013,0.00001,0.00202,0.00008,0.00106,0.00523
1598871630.648979187011719,0.00181,0.00010,0.00001,0.00196,0.00000,0.00100,0.00488
1598871630.681427001953125,0.00169,0.00006,0.00001,0.00195,0.00000,0.00082,0.00452
1598871630.716137409210205,0.00198,0.00011,0.00001,0.00223,0.00004,0.00104,0.00541
1598871630.749822378158569,0.00187,0.00006,0.00001,0.00190,0.00014,0.00077,0.00475
1598871630.788415193557739,0.00197,0.00010,0.00001,0.00198,0.00005,0.00100,0.00512
1598871630.850659132003784,0.00181,0.00009,0.00001,0.00199,0.00005,0.00093,0.00488
1598871630.915369749069214,0.00193,0.00012,0.00001,0.00197,0.00009,0.00101,0.00513
1598871630.949555158615112,0.00186,0.00006,0.00001,0.00203,0.00011,0.00085,0.00492
1598871630.982901096343994,0.00187,0.00008,0.00001,0.00192,0.00006,0.00079,0.00473
1598871631.015728712081909,0.00169,0.00005,0.00020,0.00194,0.00019,0.00080,0.00487
1598871631.049538850784302,0.00185,0.00012,0.00001,0.00200,0.00005,0.00105,0.00507
1598871631.082706928253174,0.00165,0.00006,0.00001,0.00190,0.00008,0.00074,0.00443
1598871631.115120649337769,0.00188,0.00011,0.00001,0.00200,0.00000,0.00108,0.00508
1598871631.149271249771118,0.00171,0.00006,0.00001,0.00194,0.00000,0.00084,0.00456
1598871631.182277917861938,0.00169,0.00008,0.00001,0.00193,0.00004,0.00081,0.00456
1598871631.215407609939575,0.00182,0.00006,0.00001,0.00196,0.00015,0.00082,0.00482
1598871631.249688625335693,0.00175,0.00008,0.00001,0.00194,0.00006,0.00083,0.00466
1598871631.283174276351929,0.00172,0.00005,0.00001,0.00193,0.00006,0.00081,0.00458
1598871631.315684318542480,0.00170,0.00008,0.00001,0.00196,0.00011,0.00083,0.00468
1598871631.348854541778564,0.00168,0.00005,0.00001,0.00193,0.00011,0.00081,0.00460
1598871631.383099794387817,0.00171,0.00008,0.00001,0.00207,0.00010,0.00088,0.00485
1598871631.416432142257690,0.00194,0.00008,0.00021,0.00202,0.00019,0.00100,0.00544
1598871631.449260234832764,0.00198,0.00010,0.00001,0.00214,0.00004,0.00086,0.00513
1598871631.482883930206299,0.00188,0.00007,0.00001,0.00197,0.00009,0.00098,0.00500
1598871631.515645027160645,0.00196,0.00011,0.00001,0.00198,0.00000,0.00103,0.00509
1598871631.549413681030273,0.00195,0.00007,0.00001,0.00216,0.00000,0.00082,0.00501
1598871631.583267211914062,0.00206,0.00010,0.00001,0.00193,0.00005,0.00087,0.00502
1598871631.617542505264282,0.00176,0.00007,0.00001,0.00199,0.00015,0.00085,0.00483
1598871631.650024414062500,0.00178,0.00008,0.00001,0.00192,0.00006,0.00115,0.00500
1598871631.683064460754395,0.00178,0.00007,0.00001,0.00218,0.00006,0.00100,0.00510
